;"Propriété";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"LGLex";"table";"V_1";"V_2";"V_2T";"V_3";"V_4";"V_5";"V_6";"V_7";"V_8";"V_9";"V_10";"V_11";"V_12";"V_13";"V_14";"V_15";"V_16";"V_18";"V_31H";"V_31R";"V_32A";"V_32D";"V_32C";"V_32CL";"V_32CV";"V_32H";"V_32NM";"V_32PL";"V_32R1";"V_32R2";"V_32R3";"V_32RA";"V_33";"V_34L0";"V_35L";"V_35LD";"V_35LR";"V_35LS";"V_35R";"V_35RR";"V_35S";"V_35ST";"V_36DT";"V_36R";"V_36S";"V_36SL";"V_37E";"V_37M1";"V_37M2";"V_37M3";"V_37M4";"V_37M5";"V_37M6";"V_38L";"V_38L0";"V_38L1";"V_38LD";"V_38LH";"V_38LHD";"V_38LHR";"V_38LHS";"V_38LR";"V_38LS";"V_38PL";"V_38R";"V_38RR";"V_39"
"x";"N0 porter V-n à N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 porter V-n à N1 (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 pousser V-n, Sfx = E";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 pousser V-n, Sfx = ment";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 rendre N1 (E+plus) V-adj";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"x";"N0 rendre N1 plus V-adj";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"x";"N0 rendre N1 plus V-adj (forme V-adj)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"x";"N0 rendre N1 V-adj";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"x";"N0 rendre N1 V-adj (forme V-adj)";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"++";"++";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"o";"o";"o";"o";"o";"o";"o";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?-"
"?";"N0 V (Adj) (Qu P)";"-";"-";"-";"-";"-";"-";"o";"-";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"?";"N0 V (être Adj) (Qu P)";"-";"-";"-";"-";"-";"-";"o";"-";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"T";"N0 V (N1 de N1c) = N0 V (N1c) (Prép N1)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"+";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V (N2+N3) (E+de N1)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"-";"o";"-";"-";"-";"-";"-";"?";"?";"?";"?"
"C";"N0 V à N1";"O";"-";"?";"?";"?";"?";"?";"++";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"++";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V à N1 Prép N2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"++";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V à N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"o";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V à N2 : 'P'";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Adv";"O";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V après Nhum";"-";"-";"?";"?";"?";"?";"o";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V contre Nhum";"-";"-";"?";"?";"?";"?";"o";"o";"o";"o";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V dans N1";"o";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 V de N0pc";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"o";"o";"o";"o";"o";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 V de N0pc W";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V de N1";"-";"-";"?";"?";"?";"?";"?";"?";"++";"?";"?";"?";"?";"?";"?";"o";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V de N1 Prép N2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"++";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V Loc N1";"-";"+";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"++";"-";"-";"++";"-";"?";"?";"?";"++";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N1 destination";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"++";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N1 source";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"++";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N1 Loc N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N1 source Loc N2 destination";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"++";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N1 V0-inf W";"-";"++";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N2";"-";"-";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V Loc N2 destination";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 V N0pc W";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"o";"o";"o";"o";"?";"?";"?";"?";"?";"?";"o";"?";"?";"o";"?";"?";"?";"?";"o";"o";"?";"o";"?";"?"
"C";"N0 V N1";"-";"-";"+";"o";"++";"?";"++";"?";"?";"o";"o";"o";"++";"o";"?";"?";"?";"?";"-";"-";"++";"++";"++";"++";"+";"++";"++";"++";"++";"++";"++";"++";"?";"?";"-";"-";"o";"-";"?";"?";"?";"o";"?";"o";"o";"o";"o";"o";"o";"o";"o";"o";"o";"?";"++";"++";"?";"?";"?";"?";"?";"?";"o";"o";"o";"?";"o"
"C";"N0 V N1 + 2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 à ce Qu P";"-";"-";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V N1 à N2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"++";"-";"++";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"++";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V N1 à N2 de Nhum";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"-";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 à N2 Dnum Nmonnaie";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 à N2 pour Dnum Nmonnaie";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 comme N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o"
"C";"N0 V N1 contre N2hum";"-";"-";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 V N1 de coup de V-n";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"x";"N0 V N1 de coup de V-n (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 de N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"++";"?";"?";"?";"?";"-";"-";"-";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"++";"-";"-";"-";"-";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-"
"C";"N0 V N1 de N2 = N0 enlever N2 de N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"+";"-";"-";"-";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 de N2 = N0 mettre N2 Loc N1";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"+";"+";"+";"+";"+";"+";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 de N2 source";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"o";"-";"?";"?";"-";"-";"-";"-";"?";"-";"?";"?";"?";"?"
"C";"N0 V N1 de N2hum";"-";"-";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 de N2 matériau";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"C";"N0 V N1 de N3 attache";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 de N-hum";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"-";"-";"-";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o"
"x";"N0 V N1 de V-n";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o"
"x";"N0 V N1 de V-n (forme V-n)";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"o"
"C";"N0 V N1 destination";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"o";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?"
"C";"N0 V N1 en N2";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"?";"?";"?";"++";"?";"?";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"++";"?";"?";"?"
"C";"N0 V N1 entre N2pl obl";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"?-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"o";"-";"-";"-"
"C";"N0 V N1 et N2";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"?";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"+";"+";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-";"-"
"x";"N0 V N1 Loc N1pc W";"-";"-";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"-";"-";"?";"o";"o";"+";"o";"?";"?";"?";"?";"?";"?";"o";"?";"?";"-";"-";"-";"-";"?";"?";"?";"-";"?";"o";"o";"?";"?";"?";"?";"?";"?";"?";"?";"?";"?";"O";"?";"?";"?";"?";"?";"?";"?";"o";"o";"?";"?"
